0,9.4748198032206290e+01
1,1.9094921472200763e+01
2,6.4170014193367306e+00
3,6.5954898275087253e+00
4,2.4063731788632637e+01
5,4.9822571098194821e+01
6,3.6160025449102822e+00
7,3.3664530162673478e+00
8,5.0643053949095986e+01
9,6.6716664486328803e+00
10,2.7947208674491296e+01
11,1.6308322779753315e+01
12,2.7260120457912546e+01
13,2.0706262611732726e+00
14,2.2429151440997021e+01
15,1.8544455151963064e+01
16,1.2803000850548607e+00
17,1.1946120431665086e+00
18,1.1422670727617898e+00
19,9.8433507375731621e-01
20,5.8338314609452739e+00
21,9.1919568117804467e+00
22,1.2152574712095021e+00
23,4.6717169841791284e+00
24,4.1472781462237194e+00
25,9.5666686304828072e+00
26,1.0608318566043684e+00
27,1.0257805481211490e+00
28,2.2719591136110369e+00
29,3.9141559272332080e+00
30,5.5132443854549296e+00
31,9.8643311431009539e-01
32,2.6109639730857452e+00
33,1.1249254070639787e+00
34,1.9239143428344456e+00
35,1.2877727685632538e+00
36,1.5981683524102615e+00
37,1.8350150631094277e+00
38,1.7011487114520460e+00
39,3.5650924852843957e+00
40,1.5767106593569655e+00
41,7.4405497645646779e-01
42,4.6982564468168053e-01
43,3.1704551556398846e+00
44,1.1240239800311667e+00
45,2.8929498354902821e+00
46,2.0059596062125484e+00
47,2.8192549685369350e+00
48,9.7701437750059228e-01
49,9.8559836093374631e-01
50,5.2582730063287797e-01
51,6.7101967568956555e-01
52,6.4950957120576946e-01
53,8.8045613340310458e-01
54,4.4123964476319472e-01
55,3.2181150512371554e-01
56,1.6293624654164887e+00
57,9.6275645169823143e-01
58,5.4812606549094200e-01
59,5.1582520855943015e-01
60,1.8647773540141459e+00
61,7.6505857751885498e-01
62,5.3627141517928589e-01
63,9.5831663196999883e-01
64,1.6802259196249283e+00
65,9.4104612629131512e-01
66,6.1029807337549036e-01
67,6.0132178658968771e-01
68,1.0930340310915581e+00
69,6.5358247163239869e-01
70,1.0415505285234663e+00
71,4.3457298059825245e-01
72,1.1409010952514731e+00
73,7.7198026570281642e-01
74,6.5543820109926043e-01
75,1.4480318933088903e+00
76,1.1858612736190002e+00
77,1.1524027117115205e+00
78,1.6589056730297957e+00
79,7.3864201662746432e-01
80,1.5640465894064523e-01
81,5.9015201278203966e-01
82,5.5087268523607236e-02
83,5.9667486658955528e-02
84,5.9973741227869110e-02
85,4.3124707710426501e-02
86,4.4253303078541625e-02
87,5.2438716803709137e-02
88,4.9840023851015158e-02
89,1.1847751705580310e-01
90,3.9986178526920699e-02
91,2.5712672079377122e-02
92,1.9129291081016592e-02
93,1.1485494427494670e-02
94,8.9079093709552859e-03
95,1.2743224196360283e-02
96,2.6386121467712534e-02
97,1.0270475219471407e-02
98,5.2626441827609786e-03
99,1.0799333038423092e-02
100,2.2734601804059867e-03
101,3.3062541026149454e-03
102,2.6157796079258476e-03
103,1.5191203933689897e-02
104,2.1310490850952957e-03
105,8.9478523321986361e-04
106,8.5819434995971133e-04
107,2.8768447835198839e-03
108,9.3315834785459486e-04
109,2.9055080523520652e-03
110,3.4991000823801616e-04
111,2.9529826700203451e-04
112,8.0967527524260154e-04
113,5.7340650909832463e-04
114,1.0295755279248384e-03
115,1.3319356290223463e-04
116,1.0418553863772965e-04
117,2.8723342198573891e-04
118,2.5781465415153240e-04
119,1.9924468308545328e-04
120,2.0741078093291626e-04
121,7.4060401074180655e-05
